"non_shiny_file","id","pokedex_number","name","generation","red_non_shiny","green_non_shiny","blue_non_shiny","red_shiny","green_shiny","blue_shiny","colour_distance","type1","type2"
"pokemon_icon_001_00.png",1,1,"Bulbasaur",1,0.43666568392447,0.733201731335362,0.538562376356088,0.482686582486399,0.706529103788096,0.463669883311091,0.0918598806836665,"grass","poison"
"pokemon_icon_002_00.png",2,2,"Ivysaur",1,0.426470089003162,0.644900942350746,0.629117217719223,0.510590712074243,0.675107533539826,0.406229927760608,0.240140503460426,"grass","poison"
"pokemon_icon_003_00.png",3,3,"Venusaur",1,0.403279314769976,0.706718476736227,0.62313379293883,0.524536222219796,0.695125064831163,0.419208957199858,0.237535225672028,"grass","poison"
"pokemon_icon_004_00.png",4,4,"Charmander",1,0.742933995447961,0.480403110965058,0.308579496354719,0.751421028401771,0.630049700761956,0.3343461390306,0.152085671386185,"fire",""
"pokemon_icon_005_00.png",5,5,"Charmeleon",1,0.776527329116442,0.448905481298074,0.396028138318792,0.778737351164887,0.591496774045674,0.388985915815769,0.142782190285303,"fire",""
"pokemon_icon_006_00.png",6,6,"Charizard",1,0.666110120816038,0.529153627781077,0.349148346207179,0.410690739595866,0.365790236456911,0.326582592363634,0.304032681095891,"fire","flying"
"pokemon_icon_007_00.png",7,7,"Squirtle",1,0.490144816096365,0.744113569373086,0.802629524774868,0.619422017172874,0.760939168695791,0.76250480584392,0.136402670721771,"water",""
"pokemon_icon_008_00.png",8,8,"Wartortle",1,0.641220103704749,0.725011923002764,0.851649433276874,0.715948041685194,0.667589931018544,0.739769842445835,0.146282578329635,"water",""
"pokemon_icon_009_00.png",9,9,"Blastoise",1,0.568750701772295,0.617736363422786,0.670738120791034,0.598357483956656,0.57253287358215,0.637500649946028,0.0634401017752755,"water",""
"pokemon_icon_010_00.png",10,10,"Caterpie",1,0.565234341159145,0.693635392301251,0.388414334806088,0.722317900544248,0.629314843808246,0.307064042346977,0.188229242336883,"bug",""
"pokemon_icon_011_00.png",11,11,"Metapod",1,0.578215187385673,0.710187914795828,0.38999047575854,0.680437427496251,0.330687830687831,0.16879721585604,0.450994632382134,"bug",""
"pokemon_icon_012_00.png",12,12,"Butterfree",1,0.418772151975424,0.419866749872256,0.478140152960959,0.352357186580565,0.348520032383532,0.360200323835462,0.15300687899231,"bug","flying"
"pokemon_icon_013_00.png",13,13,"Weedle",1,0.670433490114633,0.50233543053774,0.382908802150143,0.674569675198323,0.582842602689932,0.333175102101909,0.0947203975681951,"bug","poison"
"pokemon_icon_014_00.png",14,14,"Kakuna",1,0.725096902529119,0.592868428530833,0.272081841432226,0.520718903305676,0.749588128314464,0.200690782938274,0.267260386327147,"bug","poison"
"pokemon_icon_015_00.png",15,15,"Beedrill",1,0.743907606461585,0.721087978672482,0.692679106129519,0.678805272248481,0.74171105083775,0.675809696436381,0.0703434574706383,"bug","poison"
"pokemon_icon_016_00.png",16,16,"Pidgey",1,0.672960925377343,0.568630272252786,0.376363379884328,0.65394051024807,0.586644197985654,0.340528536531202,0.0443893423035557,"normal","flying"
"pokemon_icon_017_00.png",17,17,"Pidgeotto",1,0.757848998072824,0.556790234514477,0.393725381157607,0.703063877347747,0.710606809156345,0.375643943382119,0.164279902847084,"normal","flying"
"pokemon_icon_018_00.png",18,18,"Pidgeot",1,0.78613723615452,0.643927567840128,0.465718874397754,0.750182100563103,0.653782178217925,0.345626092021015,0.125746417444324,"normal","flying"
"pokemon_icon_019_00.png",19,19,"Rattata",1,0.663455549817689,0.539769650877113,0.643573854122655,0.621734643514153,0.620146273612419,0.50226739055653,0.167834895509506,"normal",""
"pokemon_icon_020_00.png",20,20,"Raticate",1,0.731194032016961,0.58178739544177,0.363087134681166,0.711565567403415,0.52696466822023,0.404466727867617,0.0714358367723707,"normal",""
"pokemon_icon_021_00.png",21,21,"Spearow",1,0.660288808664258,0.480477100587527,0.389127203227862,0.651683248967243,0.589775993483447,0.350779077209519,0.116150257920899,"normal","flying"
"pokemon_icon_022_00.png",22,22,"Fearow",1,0.683794597096974,0.484078960420611,0.315060640391758,0.566684218639578,0.56300410410913,0.34003025044374,0.143413738793869,"normal","flying"
"pokemon_icon_023_00.png",23,23,"Ekans",1,0.693536982039314,0.515534037119309,0.689563835716719,0.608564731482154,0.679218566251468,0.479370565035477,0.279632114539162,"poison",""
"pokemon_icon_024_00.png",24,24,"Arbok",1,0.56397217838569,0.475585719704935,0.659099728499698,0.63779545015022,0.524587395699262,0.293029947124369,0.37664057739502,"poison",""
"pokemon_icon_025_00.png",25,25,"Pikachu",1,0.717306135664546,0.523995086135474,0.248934853203059,0.734175377468049,0.478714900594383,0.123051171688188,0.134839044024341,"electric",""
"pokemon_icon_026_00.png",26,26,"Raichu",1,0.680346995375829,0.542617759269878,0.328345621136675,0.659613384210503,0.488503028700255,0.345321697079582,0.0603860401996783,"electric",""
